OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species	X1.1	X1.2	X1.3	X1.4	X1.7	X1.8	X2.1	X2.2	X3.1	X3.2	X4.1	X6.2	c.1	c.3
JN655438.1.1517	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__UBA10353_marine_group	f__UBA10353_marine_group	g__UBA10353_marine_group	NA	0	0.0021846463057631	0	0	0	0.00216471301317228	0	0	0	0	0	0	0	0.000779532592257682
FJ792440.1.1395	d__Bacteria	p__Patescibacteria	c__Parcubacteria	o__CG1-02-42-13	f__CG1-02-42-13	g__CG1-02-42-13	NA	0	0.00109232315288155	0	0	0	0.00108235650658614	0	0	0.00101267873779722	0	0	0	0	0
LN567198.1.1413	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA	0	0.00109232315288155	0	0	0	0	0	0	0	0.000970920918491189	0	0	0	0.000779532592257682
MF689050.1.1445	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ideonella	NA	0.00400467746327711	0.00873858522305239	0.0110000761543734	0.00491509178933917	0.00552414974128565	0.0054117825329307	0	0	0.00202535747559444	0	0.000846625351349521	0	0.0029228371005456	0.00155906518451536
MF362671.1.1485	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Oscillatoriaceae	g__Phormidium_ETS-05	NA	0.00160187098531084	0.00436929261152619	0.0025384791125477	0.00901100161378847	0	0.00216471301317228	0.0395954069327958	0.0259735070228367	0.0192408960181472	0.0087382882664207	0.00169325070269904	0	0	0.000779532592257682
JX883977.1.1472	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nitrococcales	f__Halorhodospiraceae	g__Halorhodospira	NA	0	0.00109232315288155	0	0	0	0	0	0	0	0	0	0	0	0
KT308245.1.1464	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ga0077536	f__Ga0077536	g__Ga0077536	NA	0.000800935492655422	0.00109232315288155	0	0	0	0	0	0	0	0	0	0	0.0019485580670304	0.000779532592257682
HQ269803.1.1405	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Asaia	NA	0.000800935492655422	0.00327696945864465	0.000846159704182567	0.000819181964889861	0.00276207487064283	0.00432942602634456	0	0	0.00202535747559444	0.00970920918491189	0.0042331267567476	0.0163234848308187	0	0.000779532592257682
JN522140.1.1439	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Sediminispirochaeta	NA	0	0.00109232315288155	0	0.000819181964889861	0	0	0.00119986081614533	0	0.00101267873779722	0	0	0	0	0
DQ125643.1.1448	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__uncultured	g__uncultured	NA	0	0.00327696945864465	0.000846159704182567	0.000819181964889861	0	0.00324706951975842	0	0	0	0	0	0	0.000974279033515199	0.00155906518451536
JX224593.1.1511	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	o__Desulfuromonadia	f__Desulfuromonadaceae	g__Desulfuromonas	NA	0	0.00109232315288155	0	0	0.000920691623547609	0.00216471301317228	0	0	0.00303803621339166	0	0	0	0.00779423226812159	0.00155906518451536
JQ009334.1.1546	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	NA	0.00881029041920964	0.0830165596189977	0.00338463881673027	0.00245754589466958	0.0248586738357854	0.00324706951975842	0.00479944326458131	0.00199796207867975	0	0.00776736734792951	0.00253987605404856	0.0209873376396241	0.00876851130163679	0.494223663491371
KC554233.1.1513	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Nakamurellaceae	g__Nakamurella	NA	0.0136159033751422	0.0174771704461048	0.00846159704182567	0.0163836392977972	0.0184138324709522	0.0292236256778258	0.0167980514260346	0	0.0101267873779722	0.0165056556143502	0.0279386365945342	0.0128255952242147	0.0136399064692128	0.0974415740322103
EF580959.1.1474	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	NA	0.00720841943389879	0.00873858522305239	0.0126923955627385	0.00491509178933917	0.0101276078590237	0.0335530517041703	0.00599930408072664	0.00998981039339873	0.0111394661157694	0.0145638137773678	0.00507975210809712	0.0128255952242147	0.0175370226032736	0.00623626073806146
KF100270.1.1376	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridia	f__Hungateiclostridiaceae	g__Fastidiosipila	NA	0	0.00109232315288155	0	0	0	0	0.00119986081614533	0.00199796207867975	0.00101267873779722	0	0.000846625351349521	0	0	0.000779532592257682
HM273588.1.1337	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Dietziaceae	g__Dietzia	NA	0	0.00109232315288155	0.000846159704182567	0.000819181964889861	0.00184138324709522	0.0054117825329307	0	0	0	0	0.000846625351349521	0	0.000974279033515199	0.000779532592257682
AF257076.1.1446	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Nitrobacter	NA	0.00160187098531084	0.00655393891728929	0	0	0.00368276649419044	0	0	0	0	0.00194184183698238	0	0.00116596320220134	0.00779423226812159	0.00389766296128841
FPLM01006861.2.1283	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Amaricoccus	NA	0.00560654844858795	0.00546161576440774	0	0.00163836392977972	0.00276207487064283	0.00865885205268912	0.00359958244843598	0	0.00810142990237777	0.000970920918491189	0	0.00233192640440268	0.0029228371005456	0.000779532592257682
HM459621.1.1429	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus_Koribacter	NA	0.000800935492655422	0.0021846463057631	0	0.000819181964889861	0	0.00108235650658614	0	0.00199796207867975	0	0.000970920918491189	0.000846625351349521	0	0.0019485580670304	0
KM886181.1.1399	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Salinispora	NA	0.00640748394124337	0.00764626207017084	0.00761543733764311	0.00737263768400875	0.0110482994825713	0.015152991092206	0.00599930408072664	0.00799184831471899	0.0111394661157694	0.0087382882664207	0.00592637745944665	0.00466385280880535	0.00487139516757599	0.0280631733212766
EF585999.1.1487	d__Bacteria	p__Firmicutes	c__Limnochordia	o__uncultured	f__uncultured	g__uncultured	NA	0	0.00109232315288155	0	0	0	0	0.00119986081614533	0.00199796207867975	0.00101267873779722	0	0	0	0	0
FM242427.1.1458	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micavibrionales	f__Micavibrionales	g__Micavibrionales	NA	0	0.00109232315288155	0	0	0	0	0	0	0	0	0	0	0.000974279033515199	0
GU553766.1.1466	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aurantimonas	NA	0	0.00109232315288155	0	0	0.000920691623547609	0.00108235650658614	0.00239972163229065	0	0	0	0	0.00116596320220134	0	0
FN436168.1.1491	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Acetomicrobium	NA	0	0.00109232315288155	0	0.00245754589466958	0	0.00432942602634456	0	0	0.00101267873779722	0.000970920918491189	0	0	0.000974279033515199	0
HG529114.1.1241	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Inquilinaceae	g__Inquilinus	NA	0.00240280647796626	0.00436929261152619	0.00169231940836513	0.00327672785955944	0.00276207487064283	0.00216471301317228	0.00119986081614533	0.00199796207867975	0	0.00194184183698238	0.000846625351349521	0.00116596320220134	0.00389711613406079	0.00155906518451536
FPLS01007374.9.1506	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Pir4_lineage	NA	0.00800935492655422	0.0185694935989863	0.06261581810951	0.0319480966307046	0.0432725063067376	0.676472816616337	0.00119986081614533	0.015983696629438	0.0151901810669583	0.0106801301034031	0.0042331267567476	0.00233192640440268	1.14185502727981	0.784989320403486
L40596.1.1492	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Borreliella	NA	0	0.0021846463057631	0	0	0	0	0	0	0	0.00194184183698238	0	0.00116596320220134	0	0
FPLK01001752.11.1513	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__AKYH767	g__AKYH767	NA	0.00320374197062169	0.00983090837593394	0.00592311792927797	0.00245754589466958	0.00736553298838087	0.0119059215724475	0.00239972163229065	0	0.00506339368898611	0.0087382882664207	0.00507975210809712	0.0128255952242147	0.00876851130163679	0.00233859777677305
JN497013.1.1365	d__Bacteria	p__Zixibacteria	c__Zixibacteria	o__Zixibacteria	f__Zixibacteria	g__Zixibacteria	NA	0.000800935492655422	0.00327696945864465	0.000846159704182567	0	0.000920691623547609	0.0054117825329307	0.00119986081614533	0	0.00101267873779722	0	0	0	0.0019485580670304	0.000779532592257682
KC358343.1.1249	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Stenotrophobacter	NA	0.0144168388677976	0.0524315113383143	0.244540154508762	0.064715375226299	0.116007144566999	0.085506164020305	0.0119986081614533	0.0539449761243532	0.0475959006764694	0.0708772270498568	0.138846557621321	0.0349788960660402	0.191932969602494	0.000779532592257682
KY445646.1.1461	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__uncultured	NA	0.00160187098531084	0.0131078778345786	0	0	0	0	0	0	0.00202535747559444	0.000970920918491189	0	0	0.000974279033515199	0
HQ397191.1.1486	d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Longilinea	NA	0.000800935492655422	0.00327696945864465	0.00338463881673027	0.000819181964889861	0.000920691623547609	0.00324706951975842	0	0.00599388623603924	0.00202535747559444	0.00194184183698238	0.00677300281079617	0.00116596320220134	0.0185113016367888	0.00233859777677305
JN868797.1.1515	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__uncultured	NA	0.00560654844858795	0.00764626207017084	0.00338463881673027	0.00327672785955944	0.00736553298838087	0.00324706951975842	0	0.00399592415735949	0	0.00485460459245594	0	0	0.0019485580670304	0.00233859777677305
GU238269.1.1225	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Phormidiaceae	g__Trichodesmium_IMS101	NA	0.00160187098531084	0.0142002009874601	0.0220001523087468	0.0655345571911889	0.00920691623547609	0.00108235650658614	0.111587055901515	0.0879103314619089	0.087090371450561	0.0339822321471916	0.0152392563242914	0.00816174241540937	0	0.00545672814580378
AB263096.1.1481	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinocatenispora	NA	0	0.00109232315288155	0	0	0	0.00432942602634456	0	0	0	0	0	0	0	0
KU578816.1.1368	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__NS2b_marine_group	NA	0	0.00436929261152619	0	0.000819181964889861	0.00184138324709522	0.00216471301317228	0	0	0.00101267873779722	0.00194184183698238	0	0.00466385280880535	0	0
JQ426174.1.1478	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Microtrichales	g__Microtrichales	NA	0	0.0021846463057631	0	0	0	0.00108235650658614	0	0	0	0	0.000846625351349521	0	0.00974279033515199	0.0109134562916076
HM240889.1.1308	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Thermosynechococcales	f__Thermosynechococcaceae	g__uncultured	NA	0	0.0021846463057631	0.00169231940836513	0.000819181964889861	0.000920691623547609	0.00108235650658614	0.00719916489687196	0.00799184831471899	0.00911410864017499	0.0106801301034031	0.00253987605404856	0	0	0.000779532592257682
KX014456.1.1430	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Youngimonas	NA	0	0.00327696945864465	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
HQ121071.1.1481	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Roseimicrobium	NA	0	0.00327696945864465	0.0220001523087468	0.00327672785955944	0.00368276649419044	0.00324706951975842	0	0.00199796207867975	0.00101267873779722	0.00485460459245594	0.000846625351349521	0	0.0224084177708496	0
FJ478647.1.1463	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Paracaedibacterales	f__Paracaedibacteraceae	g__Candidatus_Paracaedibacter	NA	0.00160187098531084	0.00873858522305239	0.00338463881673027	0.00163836392977972	0	0.00432942602634456	0	0	0.00101267873779722	0	0	0	0.000974279033515199	0
DQ768123.1.1493	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Pyxidicoccus	NA	0.00320374197062169	0.00327696945864465	0.00338463881673027	0.00163836392977972	0.00276207487064283	0.00108235650658614	0.00599930408072664	0.00399592415735949	0.00303803621339166	0.00291276275547357	0	0	0.0029228371005456	0
EU037206.1.1513	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__uncultured	NA	0	0.00436929261152619	0	0	0	0.00216471301317228	0	0.00199796207867975	0.00202535747559444	0	0.00169325070269904	0	0.0136399064692128	0.00467719555354609
LAZR01003022.2434.3980	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__FS118-23B-02	f__FS118-23B-02	g__FS118-23B-02	NA	0	0.0021846463057631	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
KT122303.1.1523	d__Bacteria	p__Acidobacteriota	c__AT-s3-28	o__AT-s3-28	f__AT-s3-28	g__AT-s3-28	NA	0	0.00109232315288155	0	0	0	0.00216471301317228	0	0	0	0	0	0	0.0029228371005456	0.00467719555354609
KU841590.1.1400	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Nostocaceae	g__Sphaerospermopsis_BCCUSP55	NA	0.00720841943389879	0.00873858522305239	0.00338463881673027	0.0106493655435682	0.00184138324709522	0.0054117825329307	0.00599930408072664	0.0119877724720785	0.00708875116458055	0.0087382882664207	0.0110061295675438	0.00233192640440268	0	0.00155906518451536
AY599731.1.1451	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	NA	0.045653323081359	0.0229387862105125	0.0236924717171119	0.00573427375422903	0.0138103743532141	0.497883993029624	0.00239972163229065	0.00399592415735949	0.00708875116458055	0.00388368367396476	0.00507975210809712	0.00116596320220134	0.0350740452065472	0.0241655103599882
LN560513.1.1354	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcales_Incertae_Sedis	g__Timonella	NA	0.00160187098531084	0.0021846463057631	0	0.000819181964889861	0	0.00216471301317228	0	0	0	0	0	0	0.00389711613406079	0.00779532592257682
KF037414.1.1520	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Elev-16S-573	f__Elev-16S-573	g__Elev-16S-573	NA	0.00800935492655422	0.0142002009874601	0.0499234225467715	0.029490550736035	0.0239379822122378	0.0292236256778258	0.00599930408072664	0.0359633174162354	0.0243042897071333	0.0417495994951211	0.192183954756341	0.0384767856726442	0.163678877630553	0.0257245755445035
FPLS01034487.12.1478	d__Bacteria	p__Cyanobacteria	c__Vampirivibrionia	o__Vampirovibrionales	f__Vampirovibrionaceae	g__Vampirovibrionaceae	NA	0	0.00109232315288155	0	0	0	0.00108235650658614	0.00119986081614533	0	0.00101267873779722	0	0	0	0.000974279033515199	0.00233859777677305
KY190661.1.1464	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Ellin6067	NA	0.000800935492655422	0.00436929261152619	0.0110000761543734	0	0.00460345811773804	0.0129882780790337	0.00119986081614533	0.00199796207867975	0.00810142990237777	0.00485460459245594	0.000846625351349521	0.00116596320220134	0.179267342166797	0.0163701844374113
FPLS01055601.16.1396	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Elsterales	f__uncultured	g__uncultured	NA	0.0184215163310747	0.0371389871979727	0.0110000761543734	0.0212987310871364	0.0239379822122378	0.0454589732766179	0.0131984689775986	0.0139857345507582	0.0131648235913639	0.0262148647992621	0.00761962816214569	0.0443066016836509	0.257209664848012	0.0498900859044917
KT308422.1.1487	d__Bacteria	p__Sva0485	c__Sva0485	o__Sva0485	f__Sva0485	g__Sva0485	NA	0.00480561295593253	0.00327696945864465	0.00592311792927797	0.000819181964889861	0.00460345811773804	0.0054117825329307	0.00479944326458131	0.00599388623603924	0.00911410864017499	0.00679644642943832	0.00677300281079617	0.00349788960660402	0.0185113016367888	0.00779532592257682
JQ073732.1.1512	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Xiangella	NA	0.000800935492655422	0.0021846463057631	0.00169231940836513	0.000819181964889861	0.000920691623547609	0.00108235650658614	0.00119986081614533	0.00199796207867975	0	0	0	0	0	0.000779532592257682
FR870271.1162217.1163490	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA	0.00240280647796626	0.103770699523747	0	0	0	0	0.00359958244843598	0	0.00202535747559444	0.00291276275547357	0.000846625351349521	0.00233192640440268	0.0214341387373344	0.0475514881277186
AF445707.1.1448	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Paraspirulinaceae	g__Spirulina_CCC_Snake_P-Y-85	NA	0.000800935492655422	0.00109232315288155	0.000846159704182567	0.000819181964889861	0	0	0.00239972163229065	0.00199796207867975	0	0	0.000846625351349521	0.00116596320220134	0	0
MH061277.1.1379	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylopilaceae	g__Albibacter	NA	0	0.00109232315288155	0.000846159704182567	0	0	0	0	0	0	0.000970920918491189	0	0	0.000974279033515199	0
JF104448.1.1371	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Brochothrix	NA	0	0.00109232315288155	0	0	0	0	0	0	0	0	0	0	0	0
JQ465073.1.1388	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Eikenella	NA	0	0.00109232315288155	0	0	0	0	0	0	0	0	0	0	0	0
KC283055.1.1538	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	NA	0	0.00327696945864465	0.000846159704182567	0	0	0	0	0	0	0	0	0.00116596320220134	0.00584567420109119	0.00311813036903073
HQ397392.1.1432	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Tranquillimonas	NA	0	0.00109232315288155	0	0	0	0	0	0	0	0	0	0.00116596320220134	0	0
DQ129211.1.1373	d__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__Ktedonobacterales	f__JG30-KF-AS9	g__JG30-KF-AS9	NA	0	0.00327696945864465	0.000846159704182567	0.000819181964889861	0	0.00108235650658614	0.00119986081614533	0.00199796207867975	0	0	0.000846625351349521	0	0.0029228371005456	0.000779532592257682
AM490651.1.1498	d__Bacteria	p__WS2	c__WS2	o__WS2	f__WS2	g__WS2	NA	0.00240280647796626	0.00655393891728929	0.00169231940836513	0.000819181964889861	0.00184138324709522	0.00324706951975842	0.00239972163229065	0	0.00202535747559444	0.00194184183698238	0.00507975210809712	0.00116596320220134	0.0116913484021824	0.00155906518451536
AF274112.1.1745	d__Eukaryota	p__Ascomycota	c__Lecanoromycetes	o__Ostropales	f__Graphidaceae	g__Diploschistes	NA	0	0.00109232315288155	0	0	0	0	0	0	0	0	0	0	0	0
GU949542.1.1497	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Lutibacter	NA	0	0.00109232315288155	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
HQ385553.1.1395	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__CCM19a	f__CCM19a	g__CCM19a	NA	0	0.00109232315288155	0.000846159704182567	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
KF037804.1.1454	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Oscillatoriaceae	g__Oxynema_BDU_92071	NA	0	0.00109232315288155	0	0.000819181964889861	0	0	0.00359958244843598	0	0	0.000970920918491189	0.00169325070269904	0	0	0
AB806800.1.1448	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Salinisphaerales	f__Solimonadaceae	g__Nevskia	NA	0	0.0131078778345786	0	0.000819181964889861	0.000920691623547609	0.00108235650658614	0	0	0	0.000970920918491189	0.00169325070269904	0.00466385280880535	0.000974279033515199	0.144993062159929
JQ978609.1.1467	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__uncultured	NA	0.00480561295593253	0.00764626207017084	0.00846159704182567	0.00327672785955944	0.00920691623547609	0.0194824171185505	0.00239972163229065	0.00799184831471899	0.00911410864017499	0.00485460459245594	0.00253987605404856	0.010493668819812	0.0126656274356976	0.00623626073806146
JX535209.1.1478	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Raineyella	NA	0	0.00109232315288155	0	0.00327672785955944	0	0	0	0	0	0	0	0	0.000974279033515199	0
HE985141.1.1444	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Puniceispirillales	f__EF100-94H03	g__EF100-94H03	NA	0.00160187098531084	0.0021846463057631	0.000846159704182567	0	0.000920691623547609	0.00324706951975842	0	0	0.00101267873779722	0	0.000846625351349521	0.00116596320220134	0.0019485580670304	0.00233859777677305
HQ597767.1.1508	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__Vicinamibacteraceae	g__uncultured	NA	0.00560654844858795	0.00764626207017084	0.0524619016593192	0.0368631884200437	0.0359069733183568	0.191577101665747	0.00119986081614533	0	0.00708875116458055	0.00194184183698238	0.000846625351349521	0.00233192640440268	0.179267342166797	0.0444333577586879
DQ146099.1.1508	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Thiomonas	NA	0	0.0021846463057631	0.00169231940836513	0	0.00276207487064283	0.00108235650658614	0	0	0	0	0	0	0.0029228371005456	0
KC463199.1.1487	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Coleofasciculaceae	g__Coleofasciculaceae	NA	0.000800935492655422	0.00436929261152619	0.00169231940836513	0.0262138228764756	0.00368276649419044	0.00108235650658614	0.0155981906098893	0.0179816587081177	0.0151901810669583	0.00194184183698238	0.00253987605404856	0	0	0
EU375199.1.1201	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Ilumatobacteraceae	g__Ilumatobacter	NA	0	0.0021846463057631	0	0.00245754589466958	0	0.00108235650658614	0	0	0.00101267873779722	0.00194184183698238	0	0	0.0136399064692128	0.0101339236993499
DQ444388.1.1319	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Planctomycetales	f__Rubinisphaeraceae	g__uncultured	NA	0	0.0021846463057631	0.00423079852091284	0.00163836392977972	0	0.0054117825329307	0	0	0	0.000970920918491189	0.000846625351349521	0	0.0136399064692128	0.00623626073806146
AB003167.1.1439	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Phormidiaceae	g__Phormidium_IAM_M-71	NA	0	0.00327696945864465	0.00676927763346054	0.0196603671573567	0.00184138324709522	0.00108235650658614	0.0635926232557023	0.0479510898883139	0.027342325920525	0.015534734695859	0.0372515154593789	0.00932770561761071	0	0.00233859777677305
JN188938.1.1518	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Actinophytocola	NA	0.00881029041920964	0.00436929261152619	0.0118462358585559	0.0229370950169161	0.00460345811773804	0.00974120855927525	0.00119986081614533	0.023975544944157	0.00303803621339166	0.00582552551094713	0.00338650140539808	0.00233192640440268	0.0477396726422447	0.110693628100591
KC554562.1.1513	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Kineosporiales	f__Kineosporiaceae	g__Kineosporiaceae	NA	0.00160187098531084	0.0021846463057631	0.0050769582250954	0.00491509178933917	0.00184138324709522	0.00324706951975842	0	0.00399592415735949	0.00202535747559444	0	0.00338650140539808	0.00349788960660402	0.00876851130163679	0.000779532592257682
FJ712467.1.1459	d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__KZNMV-5-B42	f__KZNMV-5-B42	g__KZNMV-5-B42	NA	0	0.00109232315288155	0	0	0	0	0	0	0	0	0	0	0.000974279033515199	0
KJ540867.1.1463	d__Bacteria	p__Planctomycetota	c__Pla4_lineage	o__Pla4_lineage	f__Pla4_lineage	g__Pla4_lineage	NA	0.00400467746327711	0.00327696945864465	0.00761543733764311	0.00737263768400875	0.00552414974128565	0.00324706951975842	0.00599930408072664	0.00599388623603924	0.0101267873779722	0.00291276275547357	0.00592637745944665	0	0.0584567420109119	0.102898302178014
KC179055.1.1493	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Kerstersia	NA	0	0.00109232315288155	0	0	0	0.00108235650658614	0	0	0	0	0	0	0	0
CP014163.1318429.1319984	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	NA	0	0.00109232315288155	0	0	0	0	0	0	0	0	0	0	0.000974279033515199	0.000779532592257682
HQ752925.1.1397	d__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Kallotenuales	f__Kallotenuaceae	g__Kallotenue	NA	0	0.00109232315288155	0.000846159704182567	0.00327672785955944	0.00276207487064283	0.00432942602634456	0.00479944326458131	0.00199796207867975	0.00506339368898611	0.00291276275547357	0.00338650140539808	0.00116596320220134	0.00487139516757599	0
JQ978626.1.1482	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__Blastocatella	NA	0.0448523875887036	0.299296543889544	2.53678679313934	0.604556290088717	0.225569447769164	0.544425322812828	0.265169240368117	0.939042176979481	0.824320492566938	0.978688285839118	15.0529987469945	1.71046801762936	0.362431800467654	0.0896462481096335
KX097520.1.1535	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Pla1_lineage	f__Pla1_lineage	g__Pla1_lineage	NA	0	0.00109232315288155	0.000846159704182567	0	0.000920691623547609	0	0	0.00199796207867975	0.00101267873779722	0.00388368367396476	0	0.00116596320220134	0.0019485580670304	0.00233859777677305
EU706350.1.1420	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Actinopolymorpha	NA	0	0.0021846463057631	0	0.000819181964889861	0.000920691623547609	0.00108235650658614	0	0	0	0.000970920918491189	0	0	0.0019485580670304	0.00233859777677305
